client_id,client_type,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,purchases,total_investment,avg_purchase_price,avg_area_sqft,avg_price_per_sqft,towers,segment,cluster,is_loan,is_investment
C1015,Individual,M,USA,California,Home,4,Yes,Website,49.6,3,884426.51,294808.83666666667,973.09,300.2249321831583,3,Value-Oriented Buyers,0,1,0
C1016,Individual,F,USA,California,Home,4,Yes,Agency,50.3,4,1542774.61,385693.6525,1214.5625,312.8043986665632,4,Premium Home Buyers,1,1,0
C1017,Individual,F,USA,California,Home,1,Yes,Agency,57.6,4,1116371.43,279092.8575,928.745,305.23937087997666,4,Value-Oriented Buyers,0,1,0
C1018,Individual,F,USA,Colorado,Home,5,Yes,Client,59.1,3,845680.5700000001,281893.5233333334,1033.4833333333331,273.2305004945338,3,Value-Oriented Buyers,0,1,0
C1019,Individual,F,USA,Nevada,Home,2,No,Client,50.8,3,1167255.18,389085.06,1325.0800000000002,298.1001304860728,3,Premium Home Buyers,1,0,0
C1020,Individual,F,USA,California,Home,3,No,Agency,32.1,4,1248826.86,312206.715,994.0725,306.5220996767232,4,Value-Oriented Buyers,0,0,0
C1021,Individual,M,USA,California,Investment,1,No,Client,52.3,4,1554739.9,388684.975,1340.7775,295.54079628802083,4,Premium Home Buyers,1,0,1
C1022,Individual,F,USA,Colorado,Home,1,No,Agency,42.3,4,1389709.13,347427.2825,1122.0925,306.8867427595196,4,Premium Home Buyers,1,0,0
C1023,Individual,F,USA,Nevada,Home,1,Yes,Website,73.0,3,1336237.87,445412.62333333335,1599.3433333333332,275.5785645289239,3,Premium Home Buyers,1,1,0
C1024,Individual,M,USA,Arizona,Investment,2,No,Agency,57.4,3,1351032.92,450344.3066666666,1510.3766666666668,295.4987557332975,3,Premium Home Buyers,1,0,1
C1025,Individual,F,USA,California,Home,1,No,Client,79.6,3,738424.1799999999,246141.3933333333,735.3566666666667,335.6071778462603,3,Value-Oriented Buyers,0,0,0
C1026,Individual,M,USA,California,Investment,1,No,Agency,34.7,3,1440775.1,480258.3666666667,1452.263333333333,334.1423474482069,3,Premium Home Buyers,1,0,1
C1027,Individual,M,USA,California,Investment,1,Yes,Client,49.8,3,1554407.81,518135.9366666667,1649.26,318.9668157987488,3,Premium Home Buyers,1,1,1
C1028,Individual,M,USA,California,Home,1,Yes,Website,84.1,4,1143826.71,285956.6775,984.12,290.9076854075112,4,Value-Oriented Buyers,0,1,0
C1029,Individual,M,Australia,Victoria,Home,1,No,Agency,77.2,3,946560.97,315520.3233333333,1049.38,299.1766034932709,3,Value-Oriented Buyers,0,0,0
C1030,Individual,F,USA,Ohio,Home,4,No,Website,66.3,4,1353543.06,338385.765,1070.475,313.4285139672919,4,Value-Oriented Buyers,0,0,0
C1031,Individual,M,UK,England,Home,1,No,Website,37.6,3,1011333.2,337111.06666666665,1088.5866666666668,312.3940949609546,3,Value-Oriented Buyers,0,0,0
C1032,Individual,M,USA,Nevada,Home,5,No,Website,49.4,4,1494289.73,373572.4325,1086.2275,342.2080408780598,4,Premium Home Buyers,1,0,0
C1033,Individual,M,France,Ile-de-France,Home,2,No,Website,64.1,4,1496120.51,374030.1275,1313.38,290.56103891604687,4,Premium Home Buyers,1,0,0
C1034,Individual,F,USA,Colorado,Home,5,No,Client,47.6,4,1200049.6,300012.4,970.375,310.75049022317035,4,Value-Oriented Buyers,0,0,0
C1035,Individual,M,USA,Virginia,Home,2,No,Website,64.9,4,1528550.13,382137.5325,1227.17,311.63793649156986,4,Premium Home Buyers,1,0,0
C1036,Individual,F,USA,Oregon,Home,2,No,Agency,38.4,3,1176436.08,392145.36,1350.493333333333,289.98572327398165,3,Premium Home Buyers,1,0,0
C1037,Company,M,Mexico,Baja California,Home,2,Yes,Website,56.5,3,1115637.13,371879.0433333333,1190.3133333333333,307.6473681977245,3,Premium Home Buyers,1,1,0
C1038,Individual,M,USA,California,Investment,3,No,Website,67.2,3,907128.2,302376.0666666667,939.33,320.6355734378572,3,Value-Oriented Buyers,0,0,1
C1039,Individual,M,USA,California,Home,1,Yes,Agency,64.1,4,1428452.94,357113.235,1210.7375000000002,290.18791818982925,4,Premium Home Buyers,1,1,0
C1040,Individual,M,USA,California,Investment,5,Yes,Website,86.3,3,901095.79,300365.26333333337,992.22,302.49273184974817,3,Value-Oriented Buyers,0,1,1
C1041,Individual,F,USA,Nevada,Home,5,Yes,Website,36.1,3,1150040.79,383346.93,1303.7766666666666,296.6726115199364,3,Premium Home Buyers,1,1,0
C1042,Individual,F,USA,Nevada,Home,2,No,Agency,81.4,4,1325783.46,331445.865,1122.0925,300.32888890851893,4,Value-Oriented Buyers,0,0,0
C1043,Individual,F,USA,Washington,Home,5,No,Website,27.1,3,1067911.86,355970.61999999994,1357.1933333333334,262.4906999884452,3,Premium Home Buyers,1,0,0
C1044,Individual,M,USA,Nevada,Investment,5,No,Website,55.2,4,1368036.39,342009.09750000003,1145.535,297.38934570167584,4,Value-Oriented Buyers,0,0,1
C1045,Individual,F,USA,New York,Home,3,No,Website,84.6,3,974840.03,324946.6766666667,1060.1133333333337,304.33718511175783,3,Value-Oriented Buyers,0,0,0
C1046,Individual,F,Canada,Quebec,Home,4,Yes,Website,57.2,4,1301128.39,325282.0975,1049.6999999999998,306.37197607525377,4,Value-Oriented Buyers,0,1,0
C1047,Individual,M,USA,Virginia,Home,3,No,Website,41.7,3,1333737.83,444579.2766666667,1454.5733333333335,305.3774365823991,3,Premium Home Buyers,1,0,0
C1048,Individual,F,USA,Oregon,Investment,1,No,Agency,56.5,3,1349339.41,449779.8033333333,1439.256666666667,317.946504185774,3,Premium Home Buyers,1,0,1
C1049,Individual,F,USA,California,Investment,5,No,Website,86.3,3,1214294.16,404764.72,1451.5366666666669,278.866775395034,3,Premium Home Buyers,1,0,1
C1050,Individual,M,USA,Georgia,Home,4,Yes,Website,71.4,4,1274655.09,318663.7725,1192.72,268.388272161904,4,Value-Oriented Buyers,0,1,0
C1051,Individual,F,USA,Virginia,Home,1,Yes,Agency,68.1,3,894972.26,298324.08666666667,1016.7433333333332,285.4355278770435,3,Value-Oriented Buyers,0,1,0
C1052,Individual,F,USA,Utah,Home,1,Yes,Agency,73.3,4,1008000.54,252000.135,836.9425,306.12137055351894,4,Value-Oriented Buyers,0,1,0
C1053,Individual,M,Mexico,Nuevo Leon,Home,2,Yes,Website,51.8,3,1280976.9,426992.3,1336.61,313.1594809077357,3,Premium Home Buyers,1,1,0
C1054,Individual,M,USA,Arizona,Home,2,Yes,Website,37.3,3,837920.5800000001,279306.86000000004,879.3433333333332,318.5971653034283,3,Value-Oriented Buyers,0,1,0
C1055,Individual,M,USA,New York,Investment,2,Yes,Website,53.7,3,811498.78,270499.5933333333,926.3966666666666,287.2751317727363,3,Value-Oriented Buyers,0,1,1
C1056,Individual,M,USA,Colorado,Home,1,Yes,Website,47.6,3,1436352.77,478784.25666666665,1754.9366666666667,273.1451540331124,3,Premium Home Buyers,1,1,0
C1057,Individual,M,USA,Nevada,Investment,5,No,Website,32.3,4,1430593.53,357648.3825,1301.4,284.0846420812627,4,Premium Home Buyers,1,0,1
C1058,Individual,F,Germany,Bavaria,Home,3,Yes,Website,52.7,4,1526007.8199999998,381501.955,1190.4075,320.5533224872499,4,Premium Home Buyers,1,1,0
C1059,Individual,F,USA,California,Home,4,No,Website,48.1,3,1266979.76,422326.5866666666,1422.97,298.61536509265187,3,Premium Home Buyers,1,0,0
C1060,Individual,M,USA,Nevada,Home,5,No,Agency,85.6,3,1167625.18,389208.3933333333,1321.503333333333,292.84046366411,3,Premium Home Buyers,1,0,0
C1061,Individual,F,UK,Scotland,Home,1,No,Website,66.6,4,1689767.29,422441.8225,1422.9925,295.5438986749776,4,Premium Home Buyers,1,0,0
C1062,Individual,M,USA,California,Home,4,No,Agency,50.6,4,1766882.53,441720.6325,1406.6075,310.5227475029277,4,Premium Home Buyers,1,0,0
C1063,Individual,F,USA,New York,Investment,5,Yes,Website,38.2,3,1315820.94,438606.98,1354.2933333333333,331.43911501254087,3,Premium Home Buyers,1,1,1
C1064,Individual,M,USA,California,Home,5,Yes,Website,81.2,3,695434.77,231811.59,883.7466666666668,280.86082373635776,3,Value-Oriented Buyers,0,1,0
C1065,Individual,M,USA,Georgia,Home,3,Yes,Client,71.2,3,1107631.34,369210.4466666667,1263.5766666666666,291.9173313852005,3,Premium Home Buyers,1,1,0
C1066,Individual,F,Australia,Victoria,Home,1,No,Website,84.9,4,1208868.77,302217.1925,990.9875,301.5513813972149,4,Value-Oriented Buyers,0,0,0
C1067,Individual,M,Mexico,Jalisco,Investment,4,No,Agency,83.6,3,849001.36,283000.4533333333,904.0466666666669,315.0468330999723,3,Value-Oriented Buyers,0,0,1
C1068,Individual,F,USA,California,Home,3,No,Agency,41.9,3,1403831.31,467943.77,1609.0333333333335,289.7214368698945,3,Premium Home Buyers,1,0,0
C1069,Individual,M,USA,Virginia,Home,3,Yes,Agency,34.2,3,1323760.84,441253.6133333333,1413.0600000000002,303.44639679224434,3,Premium Home Buyers,1,1,0
C1070,Individual,F,Germany,Bavaria,Home,5,No,Agency,75.1,3,1286265.14,428755.0466666667,1471.9,291.8865314648721,3,Premium Home Buyers,1,0,0
C1071,Individual,M,USA,Texas,Home,2,No,Agency,59.8,4,1047375.62,261843.905,874.6275,294.39774298838563,4,Value-Oriented Buyers,0,0,0
C1072,Individual,F,USA,Utah,Home,3,No,Agency,63.8,3,829884.93,276628.31,979.0866666666668,288.5696389424168,3,Value-Oriented Buyers,0,0,0
C1073,Individual,M,USA,California,Investment,2,No,Website,71.5,4,1197808.83,299452.2075,952.0525,315.7428127942344,4,Value-Oriented Buyers,0,0,1
C1074,Individual,M,UK,Northern Ireland,Home,1,No,Website,71.8,3,1004700.45,334900.15,1092.5400000000002,306.02898987266514,3,Value-Oriented Buyers,0,0,0
C1075,Individual,F,Mexico,Baja California,Home,3,No,Website,51.5,4,1178400.08,294600.02,984.9525,291.1346820030751,4,Value-Oriented Buyers,0,0,0
C1076,Individual,F,USA,Florida,Investment,3,No,Agency,45.8,3,884169.44,294723.14666666667,976.8166666666666,303.95564128129627,3,Value-Oriented Buyers,0,0,1
C1077,Individual,M,USA,Texas,Investment,2,No,Agency,44.1,4,1467449.24,366862.31,1245.935,300.2193199381815,4,Premium Home Buyers,1,0,1
C1078,Individual,M,USA,Ohio,Home,1,No,Agency,86.1,3,1247337.58,415779.19333333336,1303.7766666666666,317.9467904118692,3,Premium Home Buyers,1,0,0
C1079,Individual,M,USA,California,Investment,4,Yes,Website,67.1,3,1151228.31,383742.77,1336.61,285.64249887077904,3,Premium Home Buyers,1,1,1
C1080,Individual,F,UK,England,Investment,4,No,Agency,70.2,4,1594795.52,398698.88,1425.28,282.1009486357786,4,Premium Home Buyers,1,0,1
C1081,Company,M,Russia,Novosibirsk,Home,4,Yes,Agency,52.0,3,1006584.7,335528.23333333334,1203.39,279.70752797696326,3,Value-Oriented Buyers,0,1,0
C1082,Individual,F,USA,Oregon,Investment,5,Yes,Website,33.4,3,829499.85,276499.95,953.1133333333332,292.43153921750064,3,Value-Oriented Buyers,0,1,1
C1083,Individual,F,USA,Colorado,Investment,4,No,Agency,76.2,4,1145122.1,286280.525,939.4875,299.9984868272559,4,Value-Oriented Buyers,0,0,1
C1084,Individual,F,France,Ile-de-France,Home,4,No,Agency,37.0,4,1357921.15,339480.2875,1136.6925,303.3563463175702,4,Value-Oriented Buyers,0,0,0
C1085,Individual,F,Australia,Queensland,Investment,1,No,Client,78.8,3,797675.03,265891.6766666667,994.8266666666668,273.38861448511835,3,Value-Oriented Buyers,0,0,1
C1086,Individual,M,USA,Colorado,Home,1,Yes,Website,70.6,4,1339827.27,334956.8175,1030.21,332.96019753387134,4,Value-Oriented Buyers,0,1,0
C1087,Individual,M,USA,Colorado,Home,3,No,Website,42.4,4,1878433.21,469608.3025,1575.1075,297.17530966468473,4,Premium Home Buyers,1,0,0
C1088,Individual,M,USA,Utah,Home,4,Yes,Agency,27.9,3,802271.19,267423.73,883.7466666666666,298.33613271119646,3,Value-Oriented Buyers,0,1,0
C1089,Individual,F,USA,Utah,Home,1,Yes,Website,63.9,4,959344.08,239836.02,828.375,293.8822158297252,4,Value-Oriented Buyers,0,1,0
C1090,Individual,F,Canada,Alberta,Home,3,Yes,Client,64.1,3,1217272.58,405757.5266666667,1396.0966666666666,287.55351459580817,3,Premium Home Buyers,1,1,0
C1091,Individual,M,USA,Nevada,Home,1,Yes,Agency,42.1,3,741797.49,247265.83,853.6566666666668,289.5807889521602,3,Value-Oriented Buyers,0,1,0
C1092,Individual,M,USA,Oregon,Investment,2,No,Website,29.7,3,1213248.05,404416.01666666666,1452.263333333333,290.88400827499936,3,Premium Home Buyers,1,0,1
C1093,Individual,M,USA,Oregon,Home,1,Yes,Website,46.1,3,805402.8300000001,268467.61000000004,900.46,297.64989318099333,3,Value-Oriented Buyers,0,1,0
C1094,Individual,F,USA,Washington,Home,2,Yes,Website,65.7,4,1631407.56,407851.89,1273.5475,321.910050441513,4,Premium Home Buyers,1,1,0
C1095,Individual,F,USA,California,Home,3,No,Agency,86.5,4,1454366.24,363591.56,1264.0125,287.07973244706454,4,Premium Home Buyers,1,0,0
C1096,Individual,F,USA,New York,Home,2,No,Client,61.2,4,1756661.91,439165.4775,1339.695,324.96820599709486,4,Premium Home Buyers,1,0,0
C1097,Individual,F,Canada,Alberta,Home,3,Yes,Agency,64.1,3,1064342.81,354780.9366666667,1162.6166666666666,318.3470635810819,3,Value-Oriented Buyers,0,1,0
C1098,Individual,M,USA,California,Investment,3,No,Client,49.8,3,1187774.23,395924.74333333335,1290.0866666666668,309.5473952289038,3,Premium Home Buyers,1,0,1
C1099,Individual,F,USA,Colorado,Home,3,No,Agency,54.1,4,1426501.12,356625.28,1153.0825,309.2715698339898,4,Premium Home Buyers,1,0,0
C1100,Individual,M,Russia,Novosibirsk,Home,1,No,Website,86.2,4,1314225.59,328556.3975,1042.1725,310.0783216572116,4,Value-Oriented Buyers,0,0,0
C1101,Individual,M,Belgium,Flanders,Home,5,No,Website,62.4,4,1037914.43,259478.6075,868.5725,301.7278462138911,4,Value-Oriented Buyers,0,0,0
C1102,Company,M,Germany,Berlin,Home,2,No,Agency,66.2,4,1248456.03,312114.0075,993.0625,317.67184899825617,4,Value-Oriented Buyers,0,0,0
C1103,Individual,M,Belgium,Wallonia,Home,4,No,Agency,65.3,4,1206840.81,301710.2025,997.415,305.2775463875523,4,Value-Oriented Buyers,0,0,0
C1104,Individual,M,USA,Utah,Investment,5,Yes,Website,27.8,3,893996.19,297998.73,1025.013333333333,291.7482554350695,3,Value-Oriented Buyers,0,1,1
C1105,Individual,M,USA,Nevada,Home,3,Yes,Website,86.6,4,1623510.31,405877.5775,1365.9450000000002,293.87506553912937,4,Premium Home Buyers,1,1,0
C1106,Individual,M,USA,California,Home,1,No,Agency,44.2,3,773499.85,257833.28333333333,842.68,307.9397570403658,3,Value-Oriented Buyers,0,0,0
C1107,Individual,M,Canada,British Columbia,Home,1,No,Website,78.6,3,1156527.59,385509.1966666667,1268.0466666666669,301.14564940979614,3,Premium Home Buyers,1,0,0
C1108,Individual,F,Australia,South Australia,Home,4,No,Website,31.7,3,1069904.1,356634.7,1238.36,294.7851453769064,3,Value-Oriented Buyers,0,0,0
C1109,Individual,F,USA,California,Home,1,Yes,Client,59.3,4,1756965.37,439241.3425,1458.93,301.4131185315214,4,Premium Home Buyers,1,1,0
C1110,Individual,M,USA,New York,Home,5,Yes,Website,48.7,4,1445458.33,361364.5825,1152.91,318.9166393822343,4,Premium Home Buyers,1,1,0
C1111,Company,M,USA,California,Home,4,Yes,Website,59.5,3,885146.14,295048.7133333333,897.3100000000001,323.9129182993204,3,Value-Oriented Buyers,0,1,0
C1112,Individual,M,USA,Nevada,Investment,3,Yes,Website,44.3,3,961599.42,320533.14,975.9433333333332,326.2803977244216,3,Value-Oriented Buyers,0,1,1
C1113,Individual,F,USA,Texas,Investment,2,No,Client,52.0,4,1162770.88,290692.72,942.035,304.61097821969054,4,Value-Oriented Buyers,0,0,1
C1114,Individual,F,USA,California,Home,3,No,Website,34.4,3,872825.73,290941.91,1072.7266666666667,268.4954114712071,3,Value-Oriented Buyers,0,0,0
C1115,Individual,M,USA,Colorado,Home,3,Yes,Agency,52.8,3,1054599.19,351533.0633333333,1108.996666666667,316.35871256065496,3,Value-Oriented Buyers,0,1,0
C1116,Individual,F,USA,California,Home,1,Yes,Agency,34.7,3,766951.9500000001,255650.65,879.3433333333332,291.23958841858274,3,Value-Oriented Buyers,0,1,0
C1117,Individual,F,Mexico,Mexico City,Home,5,Yes,Website,71.5,4,1149629.49,287407.3725,1047.99,280.3384349684571,4,Value-Oriented Buyers,0,1,0
C1118,Company,M,UK,Scotland,Investment,2,Yes,Website,57.3,3,859368.99,286456.33,983.3166666666666,290.7041020975858,3,Value-Oriented Buyers,0,1,1
C1119,Individual,M,USA,Oregon,Home,1,Yes,Website,85.4,3,938703.66,312901.22,949.9033333333332,327.5590450489572,3,Value-Oriented Buyers,0,1,0
C1120,Individual,F,USA,Arizona,Home,1,No,Website,47.1,4,1371211.29,342802.8225,1123.6174999999998,312.88671385451624,4,Premium Home Buyers,1,0,0
C1121,Individual,F,USA,California,Home,1,No,Client,41.5,3,1014661.78,338220.5933333333,1124.5,291.2511892427533,3,Value-Oriented Buyers,0,0,0
C1122,Individual,F,USA,California,Home,4,No,Website,84.3,4,1558949.2,389737.3,1208.8775,318.8516883734127,4,Premium Home Buyers,1,0,0
C1123,Individual,M,USA,Virginia,Home,5,No,Agency,74.8,3,1241771.44,413923.8133333333,1283.7066666666667,323.27364041661014,3,Premium Home Buyers,1,0,0
C1124,Individual,F,USA,Oregon,Investment,5,Yes,Website,50.4,4,1272190.01,318047.5025,1040.89,306.10616888588527,4,Value-Oriented Buyers,0,1,1
C1125,Individual,M,USA,Oregon,Home,3,No,Agency,85.4,3,1186907.08,395635.69333333336,1332.34,307.51701187478665,3,Premium Home Buyers,1,0,0
C1126,Company,M,USA,Virginia,Home,1,Yes,Website,43.5,3,893488.2,297829.4,1015.94,292.2085361059286,3,Value-Oriented Buyers,0,1,0
C1127,Individual,F,UK,England,Investment,1,No,Website,83.2,3,838728.4,279576.13333333336,932.37,300.49428607077675,3,Value-Oriented Buyers,0,0,1
C1128,Individual,M,USA,California,Investment,1,No,Website,43.3,3,1186634.53,395544.8433333333,1330.8533333333332,296.58207301336256,3,Premium Home Buyers,1,0,1
C1129,Individual,F,USA,Colorado,Investment,5,No,Agency,81.4,4,1463125.26,365781.315,1219.4375,289.99242072016574,4,Premium Home Buyers,1,0,1
C1130,Individual,F,USA,Arizona,Home,5,No,Website,39.6,4,1326217.01,331554.2525,1009.23,321.0255612779805,4,Value-Oriented Buyers,0,0,0
C1131,Individual,F,USA,California,Investment,3,No,Website,42.2,3,1210500.79,403500.26333333337,1317.7333333333331,304.2277145031196,3,Premium Home Buyers,1,0,1
C1132,Individual,M,USA,New York,Home,2,Yes,Website,44.6,3,1383901.27,461300.4233333333,1448.82,316.1775561422482,3,Premium Home Buyers,1,1,0
C1133,Individual,M,USA,Oregon,Investment,3,No,Website,33.6,4,1427019.92,356754.98,1210.7375000000002,300.5105741068888,4,Premium Home Buyers,1,0,1
C1134,Individual,F,USA,California,Investment,1,No,Website,82.8,4,1088583.78,272145.945,905.0375,305.8142695003933,4,Value-Oriented Buyers,0,0,1
C1135,Individual,F,Russia,Moscow Oblast,Investment,5,Yes,Client,26.9,3,1186082.75,395360.9166666667,1303.4733333333334,310.18037672015083,3,Premium Home Buyers,1,1,1
C1136,Individual,F,USA,California,Home,3,Yes,Agency,61.3,3,1016844.64,338948.2133333333,1023.88,333.70262237392313,3,Value-Oriented Buyers,0,1,0
C1137,Individual,F,USA,Nevada,Home,4,Yes,Agency,39.6,3,1114902.43,371634.1433333333,1140.1733333333334,324.2515926101251,3,Premium Home Buyers,1,1,0
C1138,Individual,M,USA,Oregon,Home,1,No,Website,62.0,3,840602.9199999999,280200.9733333333,952.0733333333334,295.5658414604464,3,Value-Oriented Buyers,0,0,0
C1139,Individual,F,USA,California,Home,4,Yes,Client,30.4,3,1297382.59,432460.8633333333,1439.256666666667,309.4276922307376,3,Premium Home Buyers,1,1,0
C1140,Individual,M,USA,Florida,Home,1,Yes,Website,50.6,3,1275809.71,425269.9033333333,1277.2733333333333,330.9722053529248,3,Premium Home Buyers,1,1,0
C1141,Individual,F,USA,Arizona,Investment,3,No,Website,26.5,3,990242.33,330080.7766666667,1101.55,303.3971991818051,3,Value-Oriented Buyers,0,0,1
C1142,Individual,F,USA,Colorado,Home,2,Yes,Agency,77.9,4,1492680.13,373170.0325,1222.37,305.6875216980184,4,Premium Home Buyers,1,1,0
C1143,Individual,M,USA,Arizona,Home,2,Yes,Website,31.8,3,1108329.67,369443.2233333333,1343.8166666666666,279.2478375354422,3,Premium Home Buyers,1,1,0
C1144,Individual,F,USA,Georgia,Investment,4,No,Client,47.8,4,1244666.12,311166.53,1027.0725,302.4560159525921,4,Value-Oriented Buyers,0,0,1
C1145,Individual,M,USA,Nevada,Home,5,No,Website,33.4,3,1118850.31,372950.1033333333,1267.4066666666668,290.8141502077893,3,Premium Home Buyers,1,0,0
C1146,Individual,M,USA,California,Investment,2,No,Website,35.4,3,1037824.43,345941.4766666667,1136.0866666666668,301.5674926151485,3,Value-Oriented Buyers,0,0,1
C1147,Individual,F,USA,Utah,Home,3,No,Website,47.9,3,905314.84,301771.61333333334,1010.53,283.68967137156125,3,Value-Oriented Buyers,0,0,0
C1148,Individual,M,Australia,New South Wales,Home,1,Yes,Agency,35.1,3,1083677.57,361225.8566666667,1221.3833333333334,294.26408327270445,3,Value-Oriented Buyers,0,1,0
C1149,Individual,F,Russia,Tatarstan,Home,3,No,Agency,46.2,4,1277449.99,319362.4975,1053.27,304.88114561528886,4,Value-Oriented Buyers,0,0,0
C1150,Individual,F,USA,Nevada,Investment,4,No,Agency,34.0,3,1476970.3,492323.43333333335,1550.1266666666668,318.31597010486763,3,Premium Home Buyers,1,0,1
C1151,Individual,M,USA,Arizona,Investment,2,No,Website,62.7,4,1760000.34,440000.085,1350.2175,323.3665425556313,4,Premium Home Buyers,1,0,1
C1152,Individual,M,USA,Georgia,Home,1,No,Website,48.9,4,1654928.32,413732.08,1374.585,305.277426135718,4,Premium Home Buyers,1,0,0
C1153,Individual,M,USA,California,Home,1,No,Website,34.9,3,1007630.0,335876.6666666667,1170.3533333333332,284.8708308993425,3,Value-Oriented Buyers,0,0,0
C1154,Individual,M,USA,Utah,Home,5,Yes,Agency,69.7,4,1373889.96,343472.49,1135.325,296.23350884925514,4,Value-Oriented Buyers,0,1,0
C1155,Individual,M,USA,California,Home,5,No,Website,49.4,3,1577625.0,525875.0,1679.1066666666666,314.40356525425926,3,Premium Home Buyers,1,0,0
C1156,Individual,F,USA,Virginia,Home,4,No,Agency,70.2,3,859956.66,286652.22000000003,1008.13,287.8408123810682,3,Value-Oriented Buyers,0,0,0
C1157,Individual,M,Canada,Alberta,Investment,2,No,Website,82.5,4,894080.38,223520.095,716.4525,310.20801691089594,4,Value-Oriented Buyers,0,0,1
C1158,Individual,F,USA,California,Investment,2,No,Website,71.2,3,941360.29,313786.76333333337,972.0533333333332,311.26917145987926,3,Value-Oriented Buyers,0,0,1
C1159,Individual,M,USA,Nevada,Investment,1,Yes,Website,86.4,3,1170550.92,390183.64,1175.6833333333334,334.37478955160805,3,Premium Home Buyers,1,1,1
C1160,Individual,M,USA,Florida,Home,2,Yes,Website,45.7,4,1359425.86,339856.465,1101.9875,319.87916910180417,4,Value-Oriented Buyers,0,1,0
C1161,Individual,M,Canada,Alberta,Investment,3,Yes,Website,31.7,4,2022416.31,505604.0775,1486.3275,337.438142645512,4,Premium Home Buyers,1,1,1
C1162,Individual,M,USA,California,Investment,2,No,Website,64.5,4,1116223.63,279055.9075,872.6800000000001,322.6787424380419,4,Value-Oriented Buyers,0,0,1
C1163,Individual,M,USA,California,Home,3,Yes,Website,27.8,4,1202709.18,300677.295,1059.8375,274.5996436629596,4,Value-Oriented Buyers,0,1,0
C1164,Individual,F,Belgium,Wallonia,Home,3,Yes,Agency,57.8,4,1315287.03,328821.7575,1169.615,279.92191536959746,4,Value-Oriented Buyers,0,1,0
C1165,Individual,F,Russia,Moscow Oblast,Home,1,No,Website,31.9,3,970705.4,323568.4666666666,1079.9266666666665,302.49355231312893,3,Value-Oriented Buyers,0,0,0
C1166,Individual,M,USA,New York,Investment,1,No,Website,34.7,4,1163601.79,290900.4475,939.4875,311.1239477513616,4,Value-Oriented Buyers,0,0,1
C1167,Individual,M,UK,Scotland,Home,3,No,Website,58.6,3,1163104.83,387701.61,1193.7733333333333,322.9192026608696,3,Premium Home Buyers,1,0,0
C1168,Individual,F,Germany,Hamburg,Home,2,Yes,Agency,27.6,4,1081069.19,270267.2975,901.245,303.7050205160196,4,Value-Oriented Buyers,0,1,0
C1169,Individual,M,Russia,Saint Petersburg,Home,5,Yes,Agency,32.3,4,900300.22,225075.055,832.615,272.46330534254247,4,Value-Oriented Buyers,0,1,0
C1170,Individual,F,USA,Nevada,Home,1,Yes,Website,35.9,4,1165955.62,291488.905,1009.9325,298.4031524399469,4,Value-Oriented Buyers,0,1,0
C1171,Individual,F,USA,California,Investment,4,Yes,Website,42.0,4,1561809.25,390452.3125,1276.9875,296.6143175015088,4,Premium Home Buyers,1,1,1
C1172,Individual,F,USA,Nevada,Home,5,No,Website,84.3,4,1240274.79,310068.6975,990.4475,308.84872209858736,4,Value-Oriented Buyers,0,0,0
C1173,Individual,F,Canada,Manitoba,Investment,1,No,Website,42.5,4,1261072.17,315268.0425,1014.9825,308.0241842217684,4,Value-Oriented Buyers,0,0,1
C1174,Individual,M,USA,Nevada,Home,2,No,Agency,44.2,4,1414798.99,353699.7475,1244.8049999999998,284.4852213227559,4,Premium Home Buyers,1,0,0
C1175,Individual,F,USA,California,Home,2,No,Website,66.9,4,1766232.62,441558.155,1449.3775,298.5703920148524,4,Premium Home Buyers,1,0,0
C1176,Individual,F,USA,California,Investment,4,Yes,Agency,51.4,3,1003328.89,334442.9633333333,1170.3533333333332,293.1328929065208,3,Value-Oriented Buyers,0,1,1
C1177,Individual,M,USA,California,Investment,2,No,Agency,28.3,4,1047224.27,261806.0675,816.1600000000001,326.498763844369,4,Value-Oriented Buyers,0,0,1
C1178,Individual,F,USA,California,Home,1,No,Agency,76.1,3,744651.07,248217.0233333333,801.46,303.42108571012227,3,Value-Oriented Buyers,0,0,0
C1179,Individual,F,USA,California,Home,4,No,Agency,34.9,3,848152.02,282717.34,1045.8666666666668,279.8786312107401,3,Value-Oriented Buyers,0,0,0
C1180,Individual,F,Belgium,Brussels,Home,2,Yes,Website,30.8,4,1111089.24,277772.31,1050.5725,272.55931153295217,4,Value-Oriented Buyers,0,1,0
C1181,Individual,F,USA,Nevada,Investment,5,No,Website,70.4,3,743723.3099999999,247907.77,939.33,260.87602996615857,3,Value-Oriented Buyers,0,0,1
C1182,Individual,M,Germany,Bavaria,Investment,3,Yes,Website,64.8,4,1522183.38,380545.845,1269.065,298.7934167813669,4,Premium Home Buyers,1,1,1
C1183,Individual,M,USA,Arizona,Investment,1,No,Website,32.7,4,1364593.88,341148.47,1088.3825,309.3699818243346,4,Value-Oriented Buyers,0,0,1
C1184,Individual,M,France,Ile-de-France,Home,2,No,Website,73.3,3,500255.63,166751.87666666668,624.2366666666667,271.22767547077206,3,Value-Oriented Buyers,0,0,0
C1185,Individual,M,USA,California,Home,3,No,Website,26.1,4,1218570.99,304642.7475,1029.9125,299.6790493624279,4,Value-Oriented Buyers,0,0,0
